geneset_name	geneset_genes	geneset_size
GO_MUSCLE_CONTRACTION	ACTA1,ACTA2,ACTC1,ACTG2,ACTN2,ACTN3,ADRA1A,ADRB2,ADRBK1,AGT,ALDOA,ANK2,ANKRD2,ARG2,ARHGEF11,ASPH,ATP1A1,ATP1A2,ATP1A3,ATP1B1,ATP8A2,BBS2,BDKRB2,CACNA1C,CACNA1H,CACNA1S,CACNA2D1,CACNB2,CACNG1,CALD1,CALM1,CALM2,CALM3,CAMK2D,CASQ2,CAV3,CCDC78,CHRM3,CHRNA1,CHRNB1,CHRNB2,CHRNB4,CHRND,CHRNE,CHRNG,CHUK,CKMT2,CLCN1,COL4A3BP,CRYAB,CSRP3,CXCR4,DES,DLG1,DMD,DMPK,DRD1,DRD2,DTNA,DYSF,EDN1,EDN2,EDN3,EDNRA,EDNRB,EEF2,EMD,FGF12,FKBP1B,FXYD1,GAA,GALR2,GAMT,GDNF,GJA1,GJA5,GJC1,GLRA1,GNAO1,GPD1L,HCN4,HOMER1,HRC,HSBP1,HSP90AA1,HTR1D,HTR2A,HTR2B,HTR7,IKBKB,ITGA1,ITGB5,JSRP1,KBTBD10,KCNA5,KCNE1,KCNE1L,KCNE2,KCNH2,KCNIP2,KCNJ12,KCNJ2,KCNMA1,KCNQ1,KNG1,LMOD1,LMOD2,LMOD3,LTB4R,MAP2K3,MAP2K6,MB,MKKS,MTOR,MYBPC1,MYBPC2,MYBPC3,MYH1,MYH11,MYH13,MYH14,MYH2,MYH3,MYH4,MYH6,MYH7,MYH8,MYL1,MYL10,MYL12A,MYL12B,MYL2,MYL3,MYL4,MYL5,MYL6,MYL6B,MYL7,MYL9,MYLK,MYLK2,MYLPF,MYOF,MYOM1,MYOM2,MYOT,NDUFS6,NEB,NEDD4L,NKX2-5,NMUR1,NOS1,NPY1R,NUP155,OXTR,P2RX2,P2RX3,P2RX6,PABPN1,PDE4D,PGAM2,PIK3C2A,PIK3CA,PKP2,PLA2G6,PPP1R13L,PTGER3,PXN,RCSD1,ROCK1,ROCK2,RPS6KB1,RYR1,RYR2,SCN1B,SCN2B,SCN3B,SCN4A,SCN4B,SCN5A,SCN7A,SGCA,SLC6A8,SLC8A1,SLC9A1,SLMAP,SMAD5,SMPX,SMTN,SNTA1,SNTB1,SORBS1,SORBS3,SRSF1,SSPN,SSTR2,STAC3,STBD1,SULF1,SULF2,TACR1,TACR2,TAZ,TBX20,TCAP,TLN1,TMOD1,TMOD2,TMOD3,TMOD4,TNNC1,TNNC2,TNNI1,TNNI2,TNNI3,TNNT1,TNNT2,TNNT3,TPCN2,TPM1,TPM2,TPM3,TPM4,TRDN,TRIM63,TRIM72,TTN,UTRN,UTS2,VCL,VEGFB,VIM,VIPR1	233
GO_MUSCLE_FIBER_DEVELOPMENT	ACTA1,AFG3L2,BEND2,BIN3,C11orf88,C14orf165,C16orf89,CACNA2D2,CACNB4,CAV2,CHRNB1,CXADR,DMD,DNER,FAM65B,FLNC,GPX1,HOMER1,KBTBD10,KBTBD5,KEL,KIAA1161,LEF1,LOC375190,MYH11,MYH6,MYL2,MYOD1,MYOG,NEXN,P2RX2,PPP3CA,PTCD2,RYR1,SEPN1,SGCB,SKI,SMO,STAC3,TCAP,TTN,UCHL1,VEGFA,WFIKKN1,WFIKKN2,WNT10B,XK	47
GO_MUSCLE_HYPERTROPHY	AGT,AGTR2,CAMK2D,CAMTA2,CSRP3,CYBA,GATA4,GATA6,HDAC2,HDAC4,HEY2,HTR2B,IGF1,INPP5F,KDM4A,KLF15,LEP,MEF2C,MYOC,MYOCD,NPPA,PDLIM5,PPP3CA,RYR2,SORBS2,TCAP,TIAM1,TTN	28
GO_MUSCLE_ORGAN_DEVELOPMENT	ACHE,ACTA1,ACTC1,AEBP1,ALX4,ANKRD1,ANKRD2,ANKRD33,ARID5B,ASB2,ASS1,ATF3,BASP1,BCL9,BCL9L,BEND2,BIN3,BMP10,BMP2,BTG2,BVES,C11orf88,C14orf165,C16orf89,C17orf79,C20orf160,CACNA1H,CAPN3,CASQ1,CAV1,CAV2,CAV3,CD164,CDK5,CDON,CENPF,CFLAR,CHD2,CHODL,CHRNA1,CHRND,CNTF,CNTFR,COL11A1,COL19A1,COL3A1,COL6A3,COPS2,CRHR2,CRYAB,CSF1R,CSRP3,CTF1,CTSB,CXCL10,DCN,DISP1,DLL1,DLL4,DMD,DMRTA2,DNER,DSP,EEF2,EGLN1,EGR1,EGR2,EGR3,EID2,EID2B,EMD,EOMES,EP300,ETV1,EVC,FAM65B,FGFR2,FGFRL1,FHL1,FHL3,FKBP1A,FKTN,FLNB,FOS,FOXC1,FOXC2,FOXH1,FOXK1,FOXL2,FOXN2,FOXO4,FOXP2,FRG1,FXR1,FZD1,FZD2,GCFC1,GPCPD1,GPX1,GSC,GTF3C5,HAND1,HBEGF,HEG1,HEY2,HEYL,HIVEP3,HLF,HLX,HMG20B,HOMER1,HOXD10,HOXD9,ID3,IGF1,IGFBP5,IGSF8,ISL1,ITGA11,ITGA7,ITGB1BP2,JPH1,KBTBD10,KBTBD5,KCNAB1,KEL,KIAA1161,KLF5,KLHL31,LAMA2,LAMA5,LARGE,LBX1,LEMD2,LIF,LMNA,LOC375190,MAFF,MAPK12,MAPK14,MED1,MEF2A,MEF2B,MEF2C,MEF2D,MEGF10,MEOX2,MKL2,MKX,MRAS,MSC,MSTN,MSX1,MURC,MYBPC3,MYF5,MYF6,MYH14,MYH15,MYH3,MYH6,MYH7,MYL2,MYL3,MYL6,MYL6B,MYLK,MYLK2,MYLPF,MYOD1,MYOG,NCOR1,NEB,NEURL,NF1,NGFR,NKX2-5,NOTCH1,NPHS1,NR2F2,NRG1,NUPR1,P2RX2,PAX3,PAX5,PAX7,PHOX2B,PITX1,PITX2,PKP2,PLAGL1,POU4F1,POU6F1,PPP3CA,PROX1,PTCD2,RB1,RBPJ,RXRA,RYR1,RYR2,S1PR1,SAP30,SCXB,SEPN1,SERP1,SGCA,SGCB,SGCD,SGCE,SGCG,SGCZ,SHOX2,SIN3B,SIRT1,SIRT6,SIX1,SIX4,SKI,SKIL,SMAD7,SMO,SMTN,SMYD1,SOX11,SOX6,SOX8,SPEG,SRI,SRPK3,STAC3,STRA6,SUV420H1,SVIL,TAGLN,TAZ,TBX1,TBX20,TCAP,TCF12,TCF15,TCF21,TCF23,TEAD4,TGFBR3,TMEM8C,TNNC1,TNNI1,TNNI3,TNNT2,TPM1,TRIM72,TTN,TWIST1,UBE4B,UNC45A,UNC45B,USP2,UTRN,VAMP5,VANGL2,VAX1,VGLL2,WNT10B,WNT2,WNT3A,WNT5A,WT1,XBP1,XIRP2,XK,ZBTB42,ZFHX3,ZFPM1,ZFPM2,ZNF238,ZNF689	277
GO_MUSCLE_ORGAN_MORPHOGENESIS	ACTC1,ANKRD1,ARID5B,BMP10,BMP2,C20orf160,CNTF,COL11A1,COL3A1,DLL4,DSP,EGLN1,FGFR2,FKBP1A,FOXC1,FOXC2,FOXH1,FZD1,FZD2,GSC,HAND1,HEG1,HEY2,ISL1,LIF,MED1,MYBPC3,MYF5,MYF6,MYH6,MYH7,MYL2,MYL3,MYLK,MYLK2,NKX2-5,NOTCH1,NRG1,PAX7,PITX2,PKP2,POU4F1,PROX1,PTCD2,RBPJ,RXRA,RYR2,S1PR1,SERP1,SHOX2,SIRT6,SMAD7,TBX1,TBX20,TCAP,TCF15,TGFBR3,TNNC1,TNNI1,TNNI3,TNNT2,TPM1,TTN,UBE4B,VANGL2,WNT2,WNT5A,XIRP2,ZFPM1,ZFPM2	70
GO_MUSCLE_STRUCTURE_DEVELOPMENT	ACHE,ACTA1,ACTC1,ACTG1,ACTN2,ACVR1,ADAM12,ADM,AEBP1,AFG3L2,AGT,AGTR2,AKAP13,AKT1,ALX4,ANK2,ANKRD1,ANKRD2,ANKRD33,ARID1A,ARID5B,ASB2,ASF1A,ASS1,ATF3,ATG5,ATP2A2,AVPR1A,AXIN1,BAI3,BARX2,BASP1,BCL9,BCL9L,BEND2,BIN1,BIN3,BMP10,BMP2,BMP4,BTG2,BVES,C11orf88,C14orf165,C16orf89,C17orf79,C20orf160,CACNA1H,CACNA2D2,CACNB4,CALR,CAMK2D,CAPN2,CAPN3,CASQ1,CASQ2,CAST,CAV1,CAV2,CAV3,CBY1,CCNB1,CD164,CDH2,CDK1,CDK5,CDON,CENPF,CFL2,CFLAR,CHD2,CHODL,CHRNA1,CHRNB1,CHRND,CHUK,CNTF,CNTFR,COL11A1,COL19A1,COL3A1,COL6A3,COPS2,CRHR2,CRYAB,CSF1R,CSRP2,CSRP3,CTF1,CTNNB1,CTSB,CXADR,CXCL10,DCN,DISP1,DLL1,DLL4,DMD,DMRTA2,DNER,DSP,DTYMK,DYRK1B,EDNRB,EEF2,EGLN1,EGR1,EGR2,EGR3,EID2,EID2B,EMD,EOMES,EP300,EPAS1,EPC1,ETV1,EVC,FAM65B,FBXO40,FER1L5,FGF10,FGF6,FGFR2,FGFRL1,FHL1,FHL2,FHL3,FHOD3,FKBP1A,FKTN,FLNB,FLNC,FOS,FOXC1,FOXC2,FOXF1,FOXH1,FOXK1,FOXL2,FOXN2,FOXO4,FOXP2,FRG1,FXR1,FZD1,FZD2,GATA4,GATA6,GCFC1,GLMN,GPCPD1,GPX1,GREM1,GSC,GSK3B,GTF3C5,HAND1,HBEGF,HEG1,HES1,HEY1,HEY2,HEYL,HINFP,HIRA,HIVEP3,HLF,HLX,HMG20B,HMGCR,HOMER1,HOXD10,HOXD9,ID3,IFRD1,IFT20,IGF1,IGFBP5,IGSF8,ISL1,ITGA11,ITGA7,ITGA8,ITGB1,ITGB1BP2,JAG1,JPH1,KAT2A,KBTBD10,KBTBD5,KCNAB1,KCNH1,KDM1A,KDM6B,KEL,KIAA1161,KLF5,KLHL31,KRAS,KRT19,KRT8,LAMA2,LAMA5,LARGE,LBX1,LDB3,LEF1,LEMD2,LGALS1,LIF,LMNA,LMOD1,LMOD2,LMOD3,LOC375190,LRRC10,MAFF,MAML1,MAPK12,MAPK14,MBNL1,MED1,MEF2A,MEF2B,MEF2C,MEF2D,MEGF10,MEOX2,MESP1,MKL1,MKL2,MKX,MRAS,MSC,MSTN,MSX1,MTOR,MTPN,MURC,MYBPC3,MYEF2,MYF5,MYF6,MYH10,MYH11,MYH14,MYH15,MYH3,MYH6,MYH7,MYH9,MYL2,MYL3,MYL6,MYL6B,MYLK,MYLK2,MYLK3,MYLPF,MYOCD,MYOD1,MYOG,MYOZ1,MYPN,NCOR1,NEB,NEBL,NEURL,NEXN,NF1,NFATC2,NFATC4,NGFR,NKD1,NKX2-5,NKX2-6,NOS1,NOTCH1,NOX4,NPHS1,NPNT,NPPA,NR2F2,NRG1,NUPR1,OBSCN,OBSL1,P2RX2,PAX3,PAX5,PAX7,PDGFRA,PDGFRB,PDLIM5,PHOX2B,PITX1,PITX2,PKP2,PLAGL1,PLEKHO1,POU4F1,POU6F1,PPP2R3A,PPP3CA,PRKAR1A,PROX1,PROX2,PTCD2,QKI,RAMP2,RARA,RARB,RB1,RBPJ,REST,RNF165,RORA,RXRA,RYR1,RYR2,S1PR1,SAP30,SCXB,SDC1,SEMA4C,SEPN1,SERP1,SGCA,SGCB,SGCD,SGCE,SGCG,SGCZ,SHH,SHOX2,SIK1,SIN3B,SIRT1,SIRT6,SIX1,SIX4,SKI,SKIL,SLC8A1,SLC9A1,SMAD7,SMARCD3,SMO,SMTN,SMYD1,SMYD3,SORBS2,SORT1,SOX11,SOX15,SOX6,SOX8,SOX9,SPAG9,SPEG,SRF,SRI,SRPK3,STAC3,STRA6,SUV420H1,SVIL,SYNE1,T,TAGLN,TANC1,TAZ,TBX1,TBX2,TBX20,TBX3,TBX5,TCAP,TCF12,TCF15,TCF21,TCF23,TCF7L2,TEAD4,TGFBR3,TMEM204,TMEM8C,TMOD1,TMOD2,TMOD3,TMOD4,TNNC1,TNNI1,TNNI3,TNNT2,TPM1,TRIM72,TSC1,TTN,TWIST1,UBE4B,UCHL1,UNC45A,UNC45B,USP2,UTRN,VAMP5,VANGL2,VAX1,VEGFA,VGLL2,WDR1,WFIKKN1,WFIKKN2,WNT1,WNT10B,WNT2,WNT3A,WNT4,WNT5A,WNT8A,WT1,XBP1,XIRP2,XK,ZBTB42,ZFHX3,ZFPM1,ZFPM2,ZNF238,ZNF689	432
GO_MUSCLE_SYSTEM_PROCESS	ACTA1,ACTA2,ACTC1,ACTG2,ACTN2,ACTN3,ADORA1,ADORA2B,ADRA1A,ADRB2,ADRBK1,AGT,AGTR2,ALDOA,ANK2,ANKRD2,ARG2,ARHGEF11,ASPH,ATP1A1,ATP1A2,ATP1A3,ATP1B1,ATP2A1,ATP2A2,ATP8A2,BBS2,BDKRB2,CACNA1C,CACNA1H,CACNA1S,CACNA2D1,CACNB2,CACNG1,CALD1,CALM1,CALM2,CALM3,CAMK2D,CAMTA2,CASQ2,CAV3,CCDC78,CFLAR,CHGA,CHRM3,CHRNA1,CHRNB1,CHRNB2,CHRNB4,CHRND,CHRNE,CHRNG,CHUK,CKMT2,CLCN1,COL4A3BP,CRYAB,CSRP3,CXCR4,CYBA,DES,DLG1,DMD,DMPK,DRD1,DRD2,DTNA,DYSF,EDN1,EDN2,EDN3,EDNRA,EDNRB,EEF2,EMD,FGF12,FKBP1B,FXYD1,GAA,GALR2,GAMT,GATA4,GATA6,GDNF,GJA1,GJA5,GJC1,GLRA1,GNAO1,GPD1L,GSN,GSTM2,GUCY1A3,HCN4,HDAC2,HDAC4,HEY2,HMOX1,HOMER1,HRC,HSBP1,HSP90AA1,HTR1D,HTR2A,HTR2B,HTR7,IGF1,IKBKB,IL15,IL1B,INPP5F,ITGA1,ITGB5,JSRP1,KBTBD10,KCNA5,KCNE1,KCNE1L,KCNE2,KCNH2,KCNIP2,KCNJ12,KCNJ2,KCNMA1,KCNQ1,KDM4A,KLF15,KNG1,LEP,LMOD1,LMOD2,LMOD3,LTB4R,MAP2K3,MAP2K6,MB,MEF2C,MKKS,MSTN,MTOR,MYBPC1,MYBPC2,MYBPC3,MYH1,MYH11,MYH13,MYH14,MYH2,MYH3,MYH4,MYH6,MYH7,MYH8,MYL1,MYL10,MYL12A,MYL12B,MYL2,MYL3,MYL4,MYL5,MYL6,MYL6B,MYL7,MYL9,MYLK,MYLK2,MYLPF,MYOC,MYOCD,MYOD1,MYOF,MYOG,MYOM1,MYOM2,MYOT,NDUFS6,NEB,NEDD4L,NKX2-5,NMUR1,NOS1,NOS3,NPPA,NPY1R,NUP155,OXTR,P2RX2,P2RX3,P2RX4,P2RX6,P2RY1,PABPN1,PDE4D,PDE5A,PDLIM5,PGAM2,PIK3C2A,PIK3CA,PKP2,PLA2G6,PLN,PPARGC1A,PPP1R13L,PPP3CA,PRKG1,PSMB9,PTGER3,PXN,RCSD1,RGS2,ROCK1,ROCK2,RPS6KB1,RYR1,RYR2,SCN1B,SCN2B,SCN3B,SCN4A,SCN4B,SCN5A,SCN7A,SCO2,SGCA,SGCE,SLC6A8,SLC8A1,SLC9A1,SLMAP,SMAD5,SMPX,SMTN,SNTA1,SNTB1,SOD1,SORBS1,SORBS2,SORBS3,SRSF1,SSPN,SSTR2,STAC3,STBD1,SULF1,SULF2,TACR1,TACR2,TAZ,TBCE,TBX20,TCAP,TIAM1,TLN1,TMOD1,TMOD2,TMOD3,TMOD4,TNNC1,TNNC2,TNNI1,TNNI2,TNNI3,TNNT1,TNNT2,TNNT3,TPCN2,TPM1,TPM2,TPM3,TPM4,TRDN,TRIM63,TRIM72,TTN,UTRN,UTS2,VCL,VEGFB,VIM,VIPR1	282
GO_MUSCLE_TISSUE_DEVELOPMENT	ACTA1,ACTC1,ACTN2,ACVR1,AGT,AGTR2,AKAP13,ALDH1A2,ANKRD1,ANKRD2,ANKRD33,ARID1A,ASB2,ATF3,ATG5,BCL9,BCL9L,BEND2,BIN3,BMP10,BMP2,BMP4,BTG2,BVES,C11orf88,C14orf165,C16orf89,C20orf160,C3orf58,CALR,CAMK2D,CASQ1,CAV1,CAV2,CAV3,CBY1,CCNB1,CDC42,CDK1,CDK5,CDON,CFLAR,CHRNA1,CHRND,COL11A1,COL19A1,COL3A1,COPS2,CRHR2,CSF1R,CSRP3,CTSB,CXADR,DCN,DLG1,DLL1,DLL4,DMRTA2,DNER,DSG2,DSP,EEF2,EGLN1,EGR1,EGR2,EMD,ENG,EOMES,EP300,EYA1,EYA2,FAM65B,FGFR2,FHL2,FHOD3,FKBP1A,FLNB,FOS,FOXC1,FOXC2,FOXH1,FOXL2,FOXN2,FOXP2,GATA4,GATA6,GJA5,GJC1,GPCPD1,GPX1,GTF3C5,HAND1,HEG1,HEY2,HEYL,HIVEP3,HLF,HLX,HMG20B,HOMER1,HOXD10,HOXD9,ID2,IFRD1,IFT20,IGFBP5,IGSF8,ISL1,ITGA8,ITGB1,KAT2A,KBTBD10,KBTBD5,KCNAB1,KDM6B,KEL,KIAA1161,KLF5,KLHL31,LEMD2,LMNA,LOC375190,LRRC10,MAFF,MAML1,MAPK14,MARCKS,MED1,MEF2A,MEF2C,MEF2D,MEGF10,MEOX2,MESP1,MSC,MTOR,MYBPC3,MYF5,MYF6,MYH10,MYH11,MYH14,MYH15,MYH6,MYH7,MYL2,MYL3,MYL6,MYL6B,MYLK,MYLK2,MYLK3,MYLPF,MYOCD,MYOD1,MYOG,NCOR1,NDRG4,NDUFV2,NEBL,NEURL,NEXN,NF1,NGFR,NKX2-5,NKX2-6,NOTCH1,NOX4,NPHS1,NPPA,NPRL3,NR2F2,NRG1,NUPR1,OBSL1,ODZ4,OSR1,P2RX2,PAX5,PAX7,PDGFRA,PDGFRB,PDLIM5,PHOX2B,PITX1,PITX2,PKD2,PKP2,PLAGL1,PLN,POU4F1,PPP1R13L,PPP3CA,PRKAR1A,PROX1,PROX2,PTCD2,PTEN,RARA,RARB,RB1,RBP4,RBPJ,RXRA,RYR1,RYR2,S1PR1,SAP30,SCXB,SEMA3C,SEPN1,SGCB,SGCD,SGCG,SGCZ,SHH,SIK1,SIN3B,SIRT6,SIX1,SIX4,SKI,SKIL,SLC8A1,SLC9A1,SMAD1,SMAD7,SMO,SMYD1,SORBS2,SOX11,SOX6,SOX8,SOX9,SRF,SRPK3,STAC3,STRA6,SVIL,TAZ,TBX2,TBX20,TBX3,TBX5,TCAP,TCF21,TGFB2,TGFBR3,TIPARP,TNNC1,TNNI1,TNNI3,TNNT2,TP63,TPM1,TSC1,TTN,UBE4B,VAMP5,VAX1,VEGFA,VGLL2,WNT10B,WNT2,WNT3A,WNT5A,WNT8A,WT1,XIRP2,XK,ZFAND5,ZFPM1,ZFPM2,ZNF238,ZNF689	275
GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	BTK,CD14,CD36,HSPD1,IRAK1,IRAK2,IRAK3,IRAK4,LY96,MAP3K1,MAP3K7,MYD88,REG3G,RPS27A,TAB1,TAB2,TAB3,TIRAP,TLR1,TLR10,TLR2,TLR4,TLR5,TLR6,TLR7,TLR8,TLR9,TNIP1,TRAF6,UBA52,UBB,UBC	32
GO_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	BIRC2,BIRC3,CASP8,CD14,CHUK,FADD,IKBKB,IKBKE,IKBKG,IRF3,IRF7,LY96,PRKCE,RIPK1,RPS27A,TANK,TBK1,TICAM1,TICAM2,TLR3,TLR4,TNIP3,TRAF3,TRAF6,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2D3	30
GO_MYELIN_ASSEMBLY	ANK2,C1orf130,CD9,CNTNAP1,DICER1,EPB41L3,ERCC2,FIG4,GNPAT,GPC1,ILK,MPP5,MTMR2,NFASC,ODZ4,PIKFYVE,UGT8	17
GO_MYELIN_MAINTENANCE	AKT1,AKT2,C11orf9,CLU,CXCR4,EPB41L3,FA2H,MPP5,NDRG1,PTEN,SH3TC2,SOD1	12
GO_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	ANXA3,CCL3,CHGA,CPLX2,CX3CR1,DOCK2,FCER1G,GATA2,HAVCR2,HMGB1,KIT,LAT,LAT2,LBP,LYN,MILR1,MRGPRX2,NR4A3,PI4K2A,PIK3CD,PIK3CG,PLA2G3,PPBP,PRKCE,PYCARD,PYDC1,RASGRP1,S100A13,SBNO2,SLAMF1,SNAP23,STXBP2,STXBP3,SYK,TICAM1,TLR3,TYROBP,VAMP2,VAMP7,VAMP8,ZAP70	41
GO_MYELOID_CELL_DEVELOPMENT	ABI1,ANXA2,ARID4A,BCL6,C6orf25,EP300,EPB42,EPB49,EPO,ERCC2,FAM20C,FLI1,FLVCR1,FOXP1,G6PD,GATA1,HBZ,JMJD6,KIT,KLF2,L3MBTL3,LRRK1,MAEA,MED1,MEIS1,NCKAP1L,PAFAH1B1,PIP4K2A,PTPN11,PTPN6,RHAG,ROD1,RPS6,SLC11A2,SOX6,SRC,SRF,TAL1,TMOD3,TSPAN2,VPS33B,WASF2,ZFPM1,ZNF385A	44
GO_MYELOID_CELL_DIFFERENTIATION	ABI1,ACIN1,ACP5,ACTN1,ADAR,ADD1,ALAS2,ANXA2,ARID4A,ATPIF1,BATF,BATF2,BATF3,BCL6,BCL6B,BMP4,C20orf123,C6orf25,CAMK4,CASP10,CASP3,CASP8,CASP9,CBFA2T3,CBFB,CCL19,CCR7,CD109,CD86,CDC42,CDKN1C,CDKN2B,CEBPA,CEBPE,CEBPG,CIB1,CLEC1B,CLEC5A,CSF1,CSF1R,CSF2,CSF3,CTNNB1,DHRS2,DNASE2,DYRK3,EFNA2,EIF2AK1,EP300,EPAS1,EPB42,EPB49,EPHA2,EPO,ERCC2,ETV2,F2RL1,FAM20C,FARP2,FLI1,FLVCR1,FOXP1,G6PD,GAB2,GAB3,GATA1,GATA2,GATA3,GFI1,GLO1,GPC3,HBZ,HCLS1,HHEX,HIPK2,HOXB7,ID2,IFI16,IKZF1,IL11,IL25,IL31RA,IL4,INHA,INHBA,IRF4,IRF8,JAGN1,JAK2,JMJD6,JUN,JUNB,KAT6A,KAT8,KDM1A,KIT,KLF1,KLF2,L3MBTL3,LEF1,LGALS9,LRRK1,LTBR,LYN,MAEA,MAPK14,MB,MED1,MEF2C,MEIS1,MLL5,MMP9,MT1G,MYH9,NBEAL2,NCKAP1L,NCOA6,NFE2L1,NKAP,NKX2-3,OSTM1,PAFAH1B1,PARP1,PDE1B,PDE2A,PIK3CD,PIP4K2A,PIR,PKNOX1,PML,PPARG,PRDX3,PRKX,PRTN3,PSEN1,PTPN11,PTPN2,PTPN6,RASGRP4,RB1,RBPJ,RELB,RHAG,ROD1,RPS14,RPS19,RPS6,RUNX1,SBNO2,SFXN1,SH3PXD2A,SIRT1,SLC11A2,SLC25A38,SMAD5,SNRK,SNX10,SOX6,SP3,SPI1,SRC,SRF,TAL1,TET2,TFRC,TGFB1,TGFBR2,TGFBR3,THOC5,THPO,THRA,TIRAP,TM7SF4,TMOD3,TNF,TNFRSF11A,TNFSF11,TNFSF9,TRAF6,TRIM10,TSPAN2,UBD,VEGFA,VPS33A,VPS33B,WASF2,ZBTB16,ZFPM1,ZNF385A	189
GO_MYELOID_CELL_HOMEOSTASIS	ACIN1,ADAR,ADD1,ALAS2,AMPD3,ANXA1,ARID4A,ATPIF1,AXL,BAK1,BAX,BCL2L11,BCL6,BMP4,CASP3,CEBPG,DNASE2,DYRK3,EPAS1,EPB42,EPB49,EPO,ERCC2,ETV2,FLVCR1,FOXP3,G6PD,GATA1,GATA3,GPI,HBZ,HCAR2,HCLS1,HIPK2,HMGB1,HMOX1,HOXB6,ID2,IFNG,IKZF1,IL6,INHA,INHBA,ITPKB,JAK2,JAM3,JMJD6,KIT,KLF1,KLF2,L3MBTL3,LYN,MAEA,MB,MED1,MLL5,MTHFD1,NCKAP1L,NCSTN,NFE2L1,PDE4B,PKNOX1,PRDX1,PTPN2,RB1,RHAG,ROD1,RPS14,RPS17,RPS19,RPS24,RPS6,SFXN1,SLC11A2,SLC25A38,SMAD5,SOD1,SOX6,SP3,SPI1,SRF,TAL1,TGFBR3,THRA,TMOD3,TRIM10,VEGFA,ZFPM1	88
GO_MYELOID_DENDRITIC_CELL_ACTIVATION	BATF,BATF2,BATF3,CAMK4,CD244,CD86,CSF2,DHRS2,DOCK2,HMGB1,IL4,IRF4,LTBR,PSEN1,PYCARD,PYDC1,RBPJ,RELB,SLAMF1,SPI1,TGFB1,TGFBR2,TM7SF4,TNFSF9,TRAF6,UBD	26
GO_MYELOID_DENDRITIC_CELL_DIFFERENTIATION	BATF,BATF2,BATF3,CAMK4,CD86,CSF2,DHRS2,IL4,IRF4,LTBR,PSEN1,RBPJ,RELB,SPI1,TGFB1,TGFBR2,TM7SF4,TNFSF9,TRAF6,UBD	20
GO_MYELOID_LEUKOCYTE_ACTIVATION	ADAM10,ADAM9,AIF1,ANXA3,AZU1,BATF,BATF2,BATF3,CAMK4,CCL3,CCL5,CD244,CD86,CD93,CHGA,CLU,CPLX2,CRTC3,CSF1,CSF2,CX3CL1,CX3CR1,CXCL8,CXCR2,DHRS2,DOCK2,EDN2,F2RL1,FCER1G,FOXP1,GATA2,HAVCR2,HMGB1,HYAL2,IL13,IL4,IL8,IRF4,JMJD6,JUN,KIT,LAT,LAT2,LBP,LCP2,LTBR,LYN,MILR1,MLL5,MRGPRX2,MT1G,NDRG1,NR4A3,PI4K2A,PIK3CD,PIK3CG,PLA2G3,PPBP,PREX1,PRG3,PRKCD,PRKCE,PSEN1,PYCARD,PYDC1,RASGRP1,RBPJ,RELB,RHOH,S100A12,S100A13,SBNO2,SLAMF1,SLC11A1,SLC7A2,SNAP23,SNCA,SPACA3,SPI1,STXBP2,STXBP3,SYK,TGFB1,TGFBR2,TICAM1,TLR1,TLR3,TLR4,TLR7,TLR8,TM7SF4,TNFSF9,TRAF6,TYROBP,UBD,VAMP2,VAMP7,VAMP8,ZAP70	99
GO_MYELOID_LEUKOCYTE_DIFFERENTIATION	ACP5,ANXA2,BATF,BATF2,BATF3,BMP4,C20orf123,CAMK4,CASP10,CASP8,CBFA2T3,CCL19,CCR7,CD109,CD86,CDC42,CEBPA,CEBPE,CSF1,CSF1R,CSF2,CSF3,CTNNB1,DHRS2,EFNA2,EIF2AK1,EPHA2,F2RL1,FAM20C,FARP2,FOXP1,GAB2,GAB3,GATA1,GATA2,GATA3,GLO1,GPC3,HHEX,IFI16,IL25,IL31RA,IL4,IRF4,JAGN1,JUN,JUNB,KDM1A,KIT,L3MBTL3,LEF1,LGALS9,LRRK1,LTBR,MAPK14,MED1,MEF2C,MMP9,MT1G,MYH9,NKAP,NKX2-3,OSTM1,PAFAH1B1,PARP1,PDE1B,PDE2A,PIK3CD,PIR,PPARG,PRTN3,PSEN1,RBPJ,RELB,SBNO2,SH3PXD2A,SIRT1,SNX10,SP3,SPI1,SRC,TAL1,TFRC,TGFB1,TGFBR2,THOC5,TM7SF4,TNF,TNFRSF11A,TNFSF11,TNFSF9,TRAF6,TSPAN2,UBD,VEGFA,ZFPM1	96
GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	ACE,ADAM17,ANXA3,AZU1,CAMK4,CCL3,CHGA,CPLX2,CTSG,CXCL5,CXCL6,ELANE,GATA2,IL6,IL6R,IRAK4,JAGN1,KIT,LAT,LAT2,LYN,MILR1,MLL5,MRGPRX2,NR4A3,PI4K2A,PIK3CD,PIK3CG,PLA2G1B,PLA2G3,PPBP,RASGRP1,S100A13,SERPINB9,SNAP23,SPON2,STXBP2,STXBP3,TREM1,TUSC2,VAMP2,VAMP7,VAMP8	43
